Latitude,Longitude,id,Name,Healthlink,Address,Phone,Fax,Email,Date Of La,COUNTY_ENG,SUPPLY,xcoord,ycoord
53.335760999999998,-6.270272,1496,Dublin City GP,1496,"1-9 The Meath Primary Care Centre, Heytesbury Street, Dublin 8, D08 Y1TW",01 4020022 012490,01 7085732,,15-Apr-22,DUBLIN CITY,1.09,-6.270303289,53.33595494
53.335760999999998,-6.270272,2480,HSE - Child Community Health,2480,"1-9 The Meath Primary Care Centre, Heytesbury Street, Dublin 8, D08 Y1TW",087 2888875 194998,,,12-Apr-22,DUBLIN CITY,1.09,-6.270303289,53.33595494
53.370919999999998,-6.204482,2738,Dr James Dolan,2738,"191 Howth Road, Dublin 3, D03 A3V7",01 8335962 243252,,,19-Apr-22,DUBLIN CITY,1.09,-6.204541418,53.37112857
53.288620000000002,-6.344055,5541,Airton Medical,5541,"192b Glenview Park, Dublin 24, D24 K030",019636996 505084,,,28-Apr-22,SOUTH DUBLIN,2.264,-6.344307048,53.28859218
53.371305000000000,-6.204637,1969,D3 Medical Centre,1969,"196 Howth Road, Dublin 3, D03 C1P8",01 8057610 377124,01 8057610,,26-Apr-22,DUBLIN CITY,1.09,-6.204876911,53.37130838
53.371563999999999,-6.202153,2702,Hanlon Medical Practice,2702,"199 Howth Road, Dublin 3, D03 V6W9",01 8332383 098371 086 2161008,01 8332383,vchanlon@eircom.net,12-Apr-22,DUBLIN CITY,1.09,-6.202215339,53.37137402
53.266565999999997,-6.183686,1339,Foxrock Medical Centre,1339,"1a Brighton Road, Dublin 18, D18 N8C0",01 2896155 109022,01 2896199,,11-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.183855492,53.26652645
53.299354999999998,-6.322362,2168,Dr Ahmad Ajina,2168,"1a Orwell Park, Dublin 6w, D6W AD14",01 4504289 603957 087 2427888,01 4508025,,27-Apr-22,SOUTH DUBLIN,2.264,-6.322328586,53.29949204
53.377830000000003,-6.216239,5607,Thorndale Medical Centre,5607,"1a Thorndale Drive, Dublin 5, D05 DX09",012118997 540894 0899840118,,,28-Apr-22,DUBLIN CITY,1.09,-6.216029804,53.37774133
53.296146000000000,-6.212413,1271,Mount Merrion Medical Centre,1271,"1st Floor 71 Deerpark Road, Mount Merrion, Blackrock, Co. Dublin, A94 D087",01 2881297 986821 087 2597721,01 2881187,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.212415191,53.2962785
53.349653000000004,-6.278475,2392,Charter Medical Group,2392,"1st Floor Block G, Smithfield Market, Smithfield, Dublin 7, D07 VKP9",01 6579001 995946,01 6579035,,11-Apr-22,DUBLIN CITY,1.09,-6.278455606,53.3497567
53.293948000000000,-6.15139,2387,Generation Health Medical Clinic,2387,"1st Floor South Building, 16a Monkstown Crescent, Monkstown, A94 Y8X0",01 246 1157 188935,01 246 1173,,27-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.151536926,53.2939648
53.349102999999999,-6.23874,5519,Other - Office of the Government Chief Information Officer (OGCIO,0,"1st Floor, 3 Spencer Dock, Dublin 1, D01 PF72",,,,22-Dec-20,DUBLIN CITY,1.09,-6.238789099,53.3489559
53.373663000000001,-6.362911,1609,The Village Medical Surgery,0,"2 Castleknock Road, Dublin 15, D15 Y04N",01 8201033 087 1251815,(01) 8201033,,19-Mar-20,FINGAL,2.212,-6.363048128,53.37362562
53.272291000000003,-6.381172,5472,AAA Healthcare,0,"2 Elder Heath Drive, Kiltipper, Dublin 24, D24 C8EW",,,,13-Dec-20,SOUTH DUBLIN,2.264,-6.381769039,53.27300613
53.399850999999998,-6.170965,1832,Elmfield Medical Centre,0,"2 Elmfield Way, Clarehall, Donaghmede, Dublin 13, D13 Y9C1",01 8479299,01 8479297,,02-Apr-21,DUBLIN CITY,1.09,-6.170913965,53.40004143
53.349499000000002,-6.244858,1309,Custom House Square Medical Centre,1309,"2 Gandon House, Custom House Square, Mayor Street Lower, Dublin 1, D01 CY50",01 8290902 525518 086 3839773,01 8290906,,08-Apr-22,DUBLIN CITY,1.09,-6.244882715,53.34937529
53.335141999999998,-6.324318,5627,The Croft Nursing Home,5627,"2 Goldenbridge Walk, Dublin 8, D08 AY24",014542374 106434 0894685225,,,29-Apr-22,DUBLIN CITY,1.09,-6.324245826,53.33491689
53.393613000000002,-6.418314,2704,Hartstown Medical Centre,2704,"2 Hazelwood Avenue, Dublin 15, D15 VP04",01 8217923 109169,01 8223530,,12-Apr-22,FINGAL,2.212,-6.418588046,53.39363418
53.381053999999999,-6.246244,3669,Dr Cox,0,"2 Iveragh Road, Dublin 9, D09 FK15",01 8378823 367194,,,27-Apr-22,DUBLIN CITY,1.09,-6.246144225,53.38121554
53.387079000000000,-6.377331,3419,Dr Clodagh Maguire,3419,"2 Main Street, Blanchardstown, Dublin 15, D15 EHN9",01 8213303  881836,01 8213303,,26-Apr-22,FINGAL,2.212,-6.377164694,53.38699987
53.382300999999998,-6.207656,2732,Artane Medical Centre,2732,"2 Mornington Park, Malahide Road, Dublin 5, D05 KF96",01 8058532 170893,01 8058533,,19-Apr-22,DUBLIN CITY,1.09,-6.207801738,53.38220301
53.385613999999997,-6.233885,4134,Dr Richard Callan - Shantalla Road,0,"2 Shantalla Road, Dublin 9, D09 V0T8",01 8373910 608853,,,31-Mar-22,DUBLIN CITY,1.09,-6.233568063,53.38568893
53.393334000000003,-6.407923,2705,Woodvale General Practice,2705,"2 Woodvale Drive, Dublin 15, D15 XF50",01 8210902 467481,01 6405827,,12-Apr-22,FINGAL,2.212,-6.408044235,53.39320843
53.359453000000002,-6.256128,1082,Mountjoy Family Practice,1082,"2/3 Baker's Yard, Portland Street North, Dublin 1, D01 V656",01 8560040 791227,01 8560056,,21-Apr-22,DUBLIN CITY,1.09,-6.256321119,53.35948712
53.347526000000002,-6.398425,2096,Glenfield Family Practice,2096,"20 Glenfield Avenue, Dublin 22, D22 E309",01 6260562 254104 087 2586759,01 6233209,,27-Apr-22,SOUTH DUBLIN,2.264,-6.398732939,53.34752423
53.355352000000003,-6.371306,1946,Haastrup's Surgery,0,"20 Kennelsfort Road Lower, Dublin 20, D20 CX86",01 6268584 412429 086 8367194,,,22-Apr-22,SOUTH DUBLIN,2.264,-6.371539092,53.35552698
53.445934999999999,-6.202112,1171,Kinsealy Medical Centre,1171,"20 The Rise, Melrose Park, Kinsealy, Co. Dublin, K67 F683",01 8405940 745572 086 3283234,01 8409983,kinsealymedcentre@eircom.net,08-Apr-22,FINGAL,2.212,-6.201994402,53.44581647
53.341721000000000,-6.326379,2109,Sarsfield Medical Centre,2109,"201 Seven Oaks, Sarsfield Road, Dublin 10, D10 KV70",01 6266334 403557,01 6266180,,27-Apr-22,DUBLIN CITY,1.09,-6.326480899,53.341623
53.316481000000003,-6.316628,1230,Kimmage Medical Centre,1230,"202 Kimmage Road West, Dublin 12, D12 A4VF",01 4559228 158822 086 2517331,01 4559211,,08-Apr-22,DUBLIN CITY,1.09,-6.316850454,53.31651775
53.390487999999998,-6.263767,2706,D9 Family Practice,2442,"204 Ballymun Road, Dublin 9, D09 X3P0",01 8425964 832180,01 8425964,info@d9familypractice.ie,12-Apr-22,DUBLIN CITY,1.09,-6.263951922,53.39051725
53.358141000000003,-6.267505,5552,Other - Safetynet Primary Care Mobile Health and Screening Unit,4263,"21 Nelson Street, Dublin 7, D07 KX5K",0873559722 304625,,,12-Apr-22,DUBLIN CITY,1.09,-6.267328354,53.35809389
53.288082000000003,-6.125571,1402,Sheehan Medical Practice,1402,"21 Summerhill Road, Dun Laoghaire, Co. Dublin, A96 A4P1",012806908 540023 086 8112945,01 2803535,reception@sheehanmedicalpractice.com,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.12590048,53.28782045
53.276926000000003,-6.215089,4235,Sandyford Healthcare,4235,"21 Time Place, Corrig Road, Sandyford Business Park, Dublin 18, D18 R89T",01 5676999 588896,,info@sandyfordhealthcare.ie,27-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.21536575,53.2770198
53.276926000000003,-6.215089,5496,Other - Sandyford Specialist Care,5496,"21 Time Place, Corrig Road, Sandyford Business Park, Dublin 18, D18 R89T",012993555 407500,,,28-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.21536575,53.2770198
53.276738000000002,-6.24845,2564,Ballinteer Health General & Family Pratice,2564,"21 Woodpark, Ballinteer Avenue, Dublin 16, D16 HT65",01 2964649 01 4943744 598277,01 2989350,,11-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.248628227,53.27687634
53.367069999999998,-6.313927,1314,Family Medical Centre,1314,"213 Navan Road, Dublin 7, D07 XN34",01 8681633 995595 085 1048317,01 8823727,,08-Apr-22,DUBLIN CITY,1.09,-6.31361357,53.36702155
53.288710999999999,-6.246916,1348,Dundrum Family Practice,1348,"218 Barton Road East, Dublin 14, D14 AE92",01 2984214 263700 086 8715740,01 2964448,drmccormick@eircom.net,11-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.246844928,53.28857869
53.319867000000002,-6.315381,5457,"Dental -Crumlin Denture Service,",0,"21a Saint Agnes Road, Dublin 12, D12 KX88",,,,02-Apr-21,DUBLIN CITY,1.09,-6.315332902,53.31980406
53.349989000000001,-6.252662,4093,24 Doc,4093,"21a Store Street, Dublin 1, D01 RW68",018559291 816111,015440132,,27-Apr-22,DUBLIN CITY,1.09,-6.252601362,53.35000248
53.365026999999998,-6.271511,1572,Prospect Medical Practice,1572,"22 Prospect Road, Dublin 9, D09 C940",01 8307991 551258 087 7776176,01 8300489,,15-Apr-22,DUBLIN CITY,1.09,-6.271513273,53.36511514
53.288305999999999,-6.200096,2091,Stillorgan Medical Centre,2091,"22 Stillorgan Plaza, Lower Kilmacud Road, Stillorgan, Co. Dublin, A94 TR90",01 2885444 764962 086 3224405,01 2885444,duignanj@indigo.gofree.ie,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.200188498,53.28844935
53.322989999999997,-6.248658,1624,Ranelagh Medical Centre,1624,"22-26 Sandford Road, Dublin 6, D06 A365",01 4986900 981222 087 2314737,01 4986901,ranelaghmedical@healthmail.ie,06-Apr-22,DUBLIN CITY,1.09,-6.2489056,53.32282521
53.390774000000000,-6.294063,1794,Clune Road Medical Centre,1794,"23 Clune Road, Finglas, Dublin 11, D11 W95N",01 834 5302 935195 087 0672052,01 864 3912,,22-Apr-22,DUBLIN CITY,1.09,-6.293985501,53.39070727
53.391562999999998,-6.301782,2047,North Road Medical Centre,2047,"23 North Road, Dublin 11, D11 N224",01 8343932 287225 085 1654046,01 8343932,,27-Apr-22,DUBLIN CITY,1.09,-6.301339725,53.39164999
53.279817999999999,-6.361252,3252,Drs Cantwell & Spillane,0,"23 Old Bawn Way, Dublin 24, D24 TKP0",01 4504168 227184,01 4783175,D12doc@eircom.net,26-Apr-22,SOUTH DUBLIN,2.264,-6.361297271,53.28004448
53.327632000000001,-6.308054,1658,The Iveagh Medical clinic,1658,"235 Crumlin Road, Dublin 12, D12 WR53",01 4544154 356532,01 4544156,,15-Apr-22,DUBLIN CITY,1.09,-6.308166832,53.32782218
53.331812999999997,-6.285887,1226,Dr O'Flynn,1226,"239 South Circular Road, Dublin 8, D08 R2C1",01 4541357 551999,01 4541353,kevin.oflynn@sicp.ie,08-Apr-22,DUBLIN CITY,1.09,-6.285959508,53.33183847
53.321109999999997,-6.409265,1674,Clondalkin Medical Centre,1674,"24 Cherrywood Grove, Dublin 22, D22 C3W9",01 4572788 752020,01 4579700,,15-Apr-22,SOUTH DUBLIN,2.264,-6.4093836,53.32108766
53.320922000000003,-6.265257,1196,Rathmines Clinic,1196,"24 Rathmines Road Upper, Dublin 6, D06 W2R4",01 4966025 413501 087 2399424,01 4966061,rathminesadmin@gmail.com,08-Apr-22,DUBLIN CITY,1.09,-6.265496557,53.32087085
53.317379000000003,-6.207719,1373,Merrion Gates Medical Centre,1373,"240 Merrion Road, Dublin 4, D04 CF74",01 2691876 794075 087 9788638,01 2601206,,12-Apr-22,DUBLIN CITY,1.09,-6.207855725,53.31722677
53.359555999999998,-6.258767,3667,Dr E J Cox,0,"25 Belvedere Road, Dublin 1, D01 F438",01 8363447 356136,01 8363447,,27-Apr-22,DUBLIN CITY,1.09,-6.258984484,53.35947694
53.365752000000001,-6.496153,3741,Mount Martin Surgery,3741,"25 Old Hill, Leixlip, Co. Kildare, W23 P8P3",01 624 4549 526010,,,27-Apr-22,KILDARE,1.567307692,-6.496153,53.365752
53.285454999999999,-6.153499,1700,Monkstown Surgery,1700,"25 Oliver Plunkett Road, Dun Laoghaire, Co. Dublin, A96 V8K1",01 2842111 265629,01 2148575,,15-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.153597344,53.28536653
53.389071000000001,-6.245612,1104,Swords Road Medical Practice,1104,"250 Swords Road, Dublin 9, D09 E735",01 8428970 842042,01 8428970,djhohms@gmail.com,07-Apr-22,DUBLIN CITY,1.09,-6.245857929,53.38904023
53.321092999999998,-6.279526,3637,Harold's Cross Surgery,3637,"254 Harold's Cross Road, Dublin 6w, D6W F789",01 4970022 775487,,,27-Apr-22,DUBLIN CITY,1.09,-6.279465366,53.32103667
53.341470000000001,-6.252178,2428,The Gallery Medical Centre,2428,"26 Clare Street, Dublin 2, D02 VX59",01 6624044 251745,01 624776,,11-Apr-22,DUBLIN CITY,1.09,-6.252253134,53.34149592
53.341470000000001,-6.252178,3324,Clare Street Medical Centre,3324,"26 Clare Street, Dublin 2, D02 VX59",01 6625050 762227,01 6625042,,26-Apr-22,DUBLIN CITY,1.09,-6.252253134,53.34149592
53.341470000000001,-6.252178,4255,Lincoln Place Medical,4255,"26 Clare Street, Dublin 2, D02 VX59",01 5675901 363301 087 2075180,01 5675901,info@lincolnplacemedical.ie,27-Apr-22,DUBLIN CITY,1.09,-6.252253134,53.34149592
53.367026000000003,-6.29303,1146,Village Medical,1146,"26 Fassaugha Avenue, Cabra, Dublin 7, D07 X9YN",01 8680289 219691 087 2391942,01 8201033,www.thevillagesurgery.ie,08-Apr-22,DUBLIN CITY,1.09,-6.293101869,53.36686936
53.288823999999998,-6.207862,1268,Kilmacud Medical Centre,1268,"26 Lower Kilmacud Road, Stillorgan, Co. Dublin, A94 KD78",01 2881550 074085 087 6503950,01 2883566,kmc.gp@healthmail.ie,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.207878127,53.28907968
53.364634000000002,-6.184258,2113,Clontarf Medical Centre,2113,"26 Saint Gabriel's Road, Dublin 3, D03 H016",01 8533028 872049,01 8533028,,27-Apr-22,DUBLIN CITY,1.09,-6.183954622,53.36455134
53.345678999999997,-6.264558,1839,The Temple Bar Medical Centre,1839,"26 Wellington Quay, Dublin 2, D02 R221",01 6707255 771816 087 6092535,01 6369121,,22-Apr-22,DUBLIN CITY,1.09,-6.264598596,53.34577705
53.367918000000003,-6.317722,2441,Family Clinic LTD,2441,"263 Navan Road, Dublin 7, D07 RCK4",01 5342872 191874,,,11-Apr-22,DUBLIN CITY,1.09,-6.317735101,53.3678656
53.367918000000003,-6.317722,4213,Kajarmed Med Family Clinic Limited,0,"263 Navan Road, Dublin 7, D07 RCK4",01 5342872 104683,01 8115872,,27-Apr-22,DUBLIN CITY,1.09,-6.317735101,53.3678656
53.341017999999998,-6.259622,4299,Trinity Clinic,0,"27 Anne Street South, Dublin 2, D02 XY89",01 5384008 221915,01 5384008,,27-Apr-22,DUBLIN CITY,1.09,-6.259541747,53.34100993
53.372132999999998,-6.488369,3297,Dr Michael A Fay,3297,"276 River Forest, Leixlip, Co. Kildare, W23 K6W4",01 6244779 410135,01 6246004,,26-Apr-22,KILDARE,1.567307692,-6.488369,53.372133
53.372264000000001,-6.488308,1195,Dr Mary Boyd,1195,"278 River Forest, Leixlip, Co. Kildare, W23 A599",01 6244300 813318,01 6244491,,08-Apr-22,KILDARE,1.567307692,-6.488308,53.372264
53.458069999999999,-6.236232,2710,Dr Rosaleen O'Kelly,2710,"28 Brackenstown Village, Swords, Co. Dublin, K67 F6E4",01 8403275 033426,01 8409688,,12-Apr-22,FINGAL,2.212,-6.236017251,53.45832543
53.375627000000001,-6.239397,2278,Calderwood Family Clinic,2278,"28 Sion Hill Road, Drumcondra, Dublin 9, D09 PX99",01 5079500 970752,01 5079501,,27-Apr-22,DUBLIN CITY,1.09,-6.239166122,53.37558081
53.388688000000002,-6.195993,2711,Dr W J Mcdonnell,2711,"28 Tonlegee Road, Dublin 5, D05 NV63",01 8481776 160269,01 8481776,,12-Apr-22,DUBLIN CITY,1.09,-6.1958128,53.3888125
53.390661000000001,-6.286787,1928,Glasnevin Ave Medical Centre,1928,"280 Glasnevin Avenue, Dublin 11, D11 HW5P",01 8342718 786339,01 8643621,,22-Apr-22,DUBLIN CITY,1.09,-6.286766815,53.39056457
53.342413999999998,-6.3514,3643,Dr Richard Callan - Ballyfermot Road,0,"282 Ballyfermot Road, Dublin 10, D10 DW92",01 6267630,,,14-Apr-21,DUBLIN CITY,1.09,-6.351387283,53.34231565
53.326953000000003,-6.21427,1326,Park Avenue Medical Centre,1326,"28a Park Avenue, Dublin 4, D04 P5Y8",01 2695169 459462,01 2830842,parkavenuemedicalcentre@ireland.com,08-Apr-22,DUBLIN CITY,1.09,-6.2140066,53.3268289
53.374591000000002,-6.392092,5484,Walk in Surgery Castleknock,5484,"29 Luttrell Park Drive, Dublin 15, D15 W27C",123615 0876819987,015261161,,28-Apr-22,FINGAL,2.212,-6.39232063,53.37454599
53.357219000000001,-6.410181,5165,Liffey Medical,5165,"29 Saint Edmunds Grove, Lucan, Co. Dublin, K78 W2F4",01 5525028 220000,,,27-Apr-22,SOUTH DUBLIN,2.264,-6.410058988,53.3576571
53.335107000000001,-6.219753,1843,Sandymount Road Medical Centre,1843,"29 Sandymount Road, Dublin 4, D04 E034",01 6680077 304649 087 2490865,01 6673984,megan@sandymountroadgp.ie,22-Apr-22,DUBLIN CITY,1.09,-6.219484916,53.33527299
53.375014000000000,-6.197759,2747,Dr Cyril Daly,0,"296 Howth Road, Dublin 5, D05 F8W8",01 8339693 053707,,,19-Apr-22,DUBLIN CITY,1.09,-6.1975958,53.374817
53.331617999999999,-6.371102,4089,Park West Clinic,0,"2nd Floor Block 71, Park West Business Park, Dublin 12, D12 Y4C0",01 610551 971698,01 6205726,,27-Apr-22,DUBLIN CITY,1.09,-6.3708079,53.3316766
53.287967000000002,-6.256719,2125,Dr Paul Heslin,2125,"3 Beaumont Avenue, Dublin 14, D14 K2N5",086 8883477 483825,01 2968824,,27-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.2568825,53.2878977
53.323706999999999,-6.259904,1388,Belgrave Clinic,1388,"3 Charleston Road, Dublin 6, D06 V6T3",01 4975666 851730 086 3154398,01 4975660,belgravepracticemanager@gmail.com,12-Apr-22,DUBLIN CITY,1.09,-6.259828246,53.32357268
53.288772999999999,-6.222698,1612,Dr Patrick Magovern,1612,"3 Drummartin Road, Dublin 14, D14 K0T9",01 2965993 317533,01 2966189,,15-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.222686082,53.28891813
53.336846000000001,-6.254437,1371,Dr Goodwin McDonnell,1371,"3 Ely Place Upper, Dublin 2, D02 XV65",01 6616844 257808,,,12-Apr-22,DUBLIN CITY,1.09,-6.254593934,53.3368872
53.334215000000000,-6.251361,2296,Dublin Medical Centre,0,"3 Fitzwilliam Place, Dublin 2, D02 YX78",01 4539333 668536,,,14-Apr-22,DUBLIN CITY,1.09,-6.251605538,53.33430282
53.279555999999999,-6.196687,3425,Leopardstown Medical Practice,0,"3 Leopardstown Gardens, Brewery Road, Stillorgan, Co. Dublin, A94 W8C3",01 2783158 460642,,,26-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.196424337,53.27948995
53.321992000000002,-6.393435,1535,Drs Lynch and Hamilton Surgery,1535,"3 Orchard Road, Dublin 22, D22 Y8N4",01 4574200 01 4573080 494876,,mhamlyn@eircom.net,15-Apr-22,SOUTH DUBLIN,2.264,-6.393033939,53.32204006
53.309764000000001,-6.28528,5103,MyClinic.ie,5103,"3 Terenure Road West, Dublin 6w, D6W YY79",01 5143464 325910,,info@myclinic.ie,27-Apr-22,DUBLIN CITY,1.09,-6.285442313,53.30979544
53.309764000000001,-6.28528,5639,Health Hero,0,"3 Terenure Road West, Dublin 6w, D6W YY79",015826116 231921,,,25-Apr-22,DUBLIN CITY,1.09,-6.285442313,53.30979544
53.334423999999999,-6.22083,4051,Dr William Stokes,0,"3 Tritonville Court, Dublin 4, D04 A240",086 9618666,,,06-May-20,DUBLIN CITY,1.09,-6.220675832,53.33425912
53.336260000000003,-6.439776,4300,Other - HIMS Medical,0,"3 Tullyhall Park, Lucan, Co. Dublin, K78 XE94",086 7784551,,,30-Jun-20,SOUTH DUBLIN,2.264,-6.439930865,53.33626858
53.283546999999999,-6.184271,4125,Amaranta Family Practice,4125,"30 Ardagh Grove, Blackrock, Co. Dublin, A94 W3Y0",01 2785866 539966,01 2785866,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.18412674,53.28342867
53.285736000000000,-6.116,3411,Elton Dental and Medical Centre,0,"30 Sandycove Road, Dun Laoghaire, Co. Dublin, A96 V9P1",01 2801940 459424,01 2843378,,26-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.115655598,53.28569235
53.390301000000001,-6.214313,2462,Hazelwood Medical Practice,2462,"31 Hazelwood Court, Dublin 5, D05 DX88",01 8479880 867434,,,11-Apr-22,DUBLIN CITY,1.09,-6.214543576,53.39025219
53.390157000000002,-6.10499,2236,Sutton Clinic,2236,"31 Howth Road, Dublin 13, D13 H582",01 8323144 19017,,,27-Apr-22,FINGAL,2.212,-6.104942917,53.38993737
53.351019000000001,-6.368597,1193,Manor Road Surgery,1193,"31 Manor Road, Dublin 20, D20 AW73",01 6265672 165707 086 8407751,01 6260831,manorroadsurgery@eircom.net,08-Apr-22,SOUTH DUBLIN,2.264,-6.368457063,53.35100645
53.400768999999997,-6.236916,2739,Dr J N Mohamed,0,"31 Oak Avenue, Royal Oak, Santry, Dublin 9, D09 HT95",01 8421865 090023,01 8421865,,19-Apr-22,FINGAL,2.212,-6.237012294,53.40066657
53.299306000000001,-6.209015,2458,Other - The Menopause Hub Ltd,2458,"31 The Rise, Mount Merrion, Blackrock, Co. Dublin, A94 E0C1",086 8146603 117058 086 8146603,,,11-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.208796496,53.29929854
53.299306000000001,-6.209015,4238,Drs Gallagher and Byrne Family Practice,4238,"31 The Rise, Mount Merrion, Blackrock, Co. Dublin, A94 E0C1",01 2107948 998831 087 1692229,01 2107950,drsgallagherbyrnefamilypractice.gp@healthmail.ie,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.208796496,53.29929854
53.299306000000001,-6.209015,5206,Dr C Rooney,5206,"31 The Rise, Mount Merrion, Blackrock, Co. Dublin, A94 E0C1",517759 087 6266415,,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.208796496,53.29929854
53.310228000000002,-6.208648,2575,Woodbine Medical Centre,2575,"31 Woodbine Park, Booterstown, Blackrock, Co. Dublin, A94 HX31",01 2609861 143262,01 2609875,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.208708972,53.3104083
53.345761000000003,-6.264163,4267,E&S Doctors,4267,"31/32 Wellington Quay, Dublin 2, D02 KP11",01 5529458 127187,01 5529458,,27-Apr-22,DUBLIN CITY,1.09,-6.264194453,53.34583697
53.342548000000001,-6.354455,2413,Dr Mohsin Moola,2413,"314 Ballyfermot Road, Dublin 10, D10 PH57",062 62629 879598 087 7416054,,,11-Apr-22,DUBLIN CITY,1.09,-6.354464846,53.34243916
53.342548000000001,-6.354455,3332,Dr Naseema Moorad,3332,"314 Ballyfermot Road, Dublin 10, D10 PH57",01 6262629 781952,01 6208649,,26-Apr-22,DUBLIN CITY,1.09,-6.354464846,53.34243916
53.321193000000001,-6.256662,2601,Dr. Nickrow,2601,"32 Dunville Avenue, Dublin 6, D06 NR77",01 4971747 683164,01 4971748,,11-Apr-22,DUBLIN CITY,1.09,-6.256602267,53.32120543
53.318969000000003,-6.279312,1187,Harolds Cross Medical Practice,1187,"324 Harold's Cross Road, Dublin 6w, D6W TN82",01 4922665 452524 086 8171287,01 4923794,robert.hickey@sicp.ie,08-Apr-22,DUBLIN CITY,1.09,-6.279238182,53.31910675
53.296104999999997,-6.204439,1459,Gleneagle Medical Centre,1459,"32a Greygates, Stillorgan Road, Blackrock, Co. Dublin, A94 D368",01 2881425 884660,01 2836427,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.20405,53.29614869
53.355027999999997,-6.264378,5529,Femina Medical Centre,5529,"33 Frederick Street North, Dublin 1, D01 Y5T9",0864110003 625188,,,28-Apr-22,DUBLIN CITY,1.09,-6.264275191,53.35493006
53.390796999999999,-6.256752,1285,Shanard Family Practice,1285,"33 Shanard Road, Dublin 9, D09 E1W1",01 8579397 658780 086 287 3374,01 8429660,,08-Apr-22,DUBLIN CITY,1.09,-6.256773553,53.39074794
53.314962000000001,-6.296168,1692,The Medical Practice,1692,"335 Kimmage Road Lower, Dublin 6W, D6W Y967",01 4902327  684550,01 4900010,doctor@themedicalpractice.net,15-Apr-22,DUBLIN CITY,1.09,-6.295919136,53.31485902
53.342669000000001,-6.356699,1940,Grange Cross Medical,1940,"336 Ballyfermot Road, Dublin 10, D10 EE79",01 6264762 876504,,,22-Apr-22,DUBLIN CITY,1.09,-6.3569472,53.3426134
53.336143000000000,-6.249425,4295,Other - Refine Clinic,0,"34 Fitzwilliam Street Upper, Dublin 2, D02 T207",087 1647942 366760,,info@refineclinic.ie,27-Apr-22,DUBLIN CITY,1.09,-6.249688986,53.3362366
53.301157000000003,-6.176794,1365,Blackrock Medical Clinic,1365,"34 Main Street, Blackrock, Co. Dublin, A94 T6H3",01 2884943 01 2781338 101507 086 8271070,01 2781338,,31-Mar-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.176827433,53.3011365
53.296061999999999,-6.238911,4003,Dr Bhutta Surgery,0,"34 Mount Carmel Road, Dublin 14, D14 TP93",01 2966284 828312 087 2345210,,,27-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.238827567,53.29601759
53.360616999999998,-6.274068,1763,Dr M F Whitty,1763,"340a North Circular Road, Dublin 7, D07 C9HE",01 8680040 457109 087 2996311,01 8381076,,15-Apr-22,DUBLIN CITY,1.09,-6.273997357,53.36061319
53.360616999999998,-6.274068,3659,Phibsborough Dental & Medical Clinic,3659,"340A North Circular Road, Phibsborough, Dublin 7, D07 C9HE",01 8300044 677071,01 8117622,,27-Apr-22,DUBLIN CITY,1.09,-6.273997357,53.36061319
53.332566000000000,-6.289277,2295,Dublin Medical Centre,0,"344 South Circular Road, Dublin 8, D08 Y96D",01 4539333 974293,,,14-Apr-22,DUBLIN CITY,1.09,-6.28935417,53.33248652
53.332726999999998,-6.264714,1228,Harcourt Health,1228,"35 Camden Street Upper, Dublin 2, D02 HK82",01 4759544 343044 087 2580581,01 4759369,,08-Apr-22,DUBLIN CITY,1.09,-6.264821804,53.33271929
53.346899999999998,-6.263446,1892,Other - Well Woman Centre,1892,"35 Liffey Street Lower, Dublin 1, D01 C3N0",01 8728095 113067 086 8576725,01 8728466,,22-Apr-22,DUBLIN CITY,1.09,-6.263309726,53.34691487
53.305115999999998,-6.236952,1344,Clonskeagh Family Practice,0,"36 Gledswood Drive, Dublin 14, D14 Y5V6",01 2600575 128030 087 2539756,01 2696502,,11-Apr-22,DUN LAOGHAIRE/RATHDOWN,2.393,-6.237010331,53.30519814
